transaction_id,donor_reference,transaction_date,amount,currency,payment_method,payment_status,bank_reference,processing_fee,net_amount,campaign_code,data_source
26116,DNR-02531,2024-10-02,25.55,GBP,Card,Failed,BK688176,0.64,24.91,C107.0,Finance System
26117,DNR-02531,2024-01-08,19.13,GBP,Bank Transfer,Completed,BK279634,0.0,19.13,C129.0,Finance System
26118,DNR-02533,2024-03-21,7.33,GBP,Card,Completed,BK476266,0.18,7.15,,Finance System
26119,DNR-02533,2023-08-18,7.58,GBP,Bank Transfer,Pending,BK749924,0.0,7.58,,Finance System
26120,DNR-02533,2024-01-07,5.0,GBP,Card,Completed,BK705371,0.12,4.88,C129.0,Finance System
26121,DNR-02533,2023-03-07,7.04,GBP,Cash,Completed,BK262838,0.0,7.04,C103.0,Finance System
26122,DNR-02533,2024-04-02,6.12,GBP,Card,Completed,BK977307,0.15,5.97,C101.0,Finance System
26123,DNR-02533,2024-01-12,5.75,GBP,Card,Completed,BK331029,0.14,5.61,C129.0,Finance System
26124,DNR-02536,2024-09-30,5.0,GBP,Bank Transfer,Completed,BK184568,0.0,5.0,C107.0,Finance System
26125,DNR-02536,2024-04-26,5.0,GBP,Bank Transfer,Completed,BK350232,0.0,5.0,C104.0,Finance System
26126,DNR-02536,2024-04-19,5.21,GBP,Card,Completed,BK263219,0.13,5.08,C104.0,Finance System
26127,DNR-02537,2024-05-23,27.34,GBP,Card,Completed,BK148888,0.68,26.66,C120.0,Finance System
26128,DNR-02537,2023-03-21,22.0,GBP,Cash,Completed,BK444937,0.0,22.0,C110.0,Finance System
26129,DNR-02538,2023-03-28,77.23,GBP,Direct Debit,Completed,BK950154,0.0,77.23,C103.0,Finance System
26130,DNR-02538,2024-06-16,55.9,GBP,Direct Debit,Completed,BK521562,0.0,55.9,C132.0,Finance System
26131,DNR-02538,2023-12-17,83.8,GBP,Direct Debit,Completed,BK328812,0.0,83.8,C112.0,Finance System
26132,DNR-02538,2023-12-21,56.8,GBP,Direct Debit,Completed,BK724955,0.0,56.8,C105.0,Finance System
26133,DNR-02538,2023-03-20,72.6,GBP,Direct Debit,Pending,BK617622,0.0,72.6,,Finance System
26134,DNR-02538,2023-02-19,63.33,GBP,Bank Transfer,Completed,BK536491,0.0,63.33,,Finance System
26135,DNR-02538,2023-03-23,59.67,GBP,Direct Debit,Completed,BK852749,0.0,59.67,C114.0,Finance System
26136,DNR-02538,2023-08-24,57.9,GBP,Card,Completed,BK966457,1.45,56.449999999999996,C109.0,Finance System
26137,DNR-02538,2023-03-16,115.01,GBP,Direct Debit,Completed,BK840471,0.0,115.01,C103.0,Finance System
26138,DNR-02538,2023-07-29,101.56,GBP,Direct Debit,Pending,BK230818,0.0,101.56,C116.0,Finance System
26139,DNR-02539,2024-09-30,5.98,GBP,Bank Transfer,Completed,BK847874,0.0,5.98,C106.0,Finance System
26140,ANON-9108,2024-08-20,76.49,GBP,Cash,Completed,BK930166,0.0,76.49,C102.0,Finance System
26141,ANON-9698,2024-01-22,94.5,GBP,Cash,Completed,BK790744,0.0,94.5,C128.0,Finance System
26142,DNR-02541,2024-07-27,83.43,GBP,Cheque,Completed,BK642237,0.0,83.43,C121.0,Finance System
26143,DNR-02541,2024-07-08,86.55,GBP,Cash,Completed,BK453102,0.0,86.55,C121.0,Finance System
26144,DNR-02541,2024-12-14,48.9,GBP,Card,Completed,BK406864,1.22,47.68,,Finance System
26145,DNR-02541,2024-04-29,59.8,GBP,Cheque,Completed,BK848254,0.0,59.8,C104.0,Finance System
26146,DNR-02542,2023-09-23,11.13,GBP,Bank Transfer,Completed,BK609217,0.0,11.13,,Finance System
26147,DNR-02542,2023-08-19,7.95,GBP,Bank Transfer,Completed,BK345299,0.0,7.95,C130.0,Finance System
26148,DNR-02542,2023-10-24,14.77,GBP,Cash,Completed,BK185142,0.0,14.77,,Finance System
26149,DNR-02542,2023-12-05,12.39,GBP,Bank Transfer,Completed,BK885044,0.0,12.39,,Finance System
26150,DNR-02542,2023-11-25,7.51,GBP,Bank Transfer,Completed,BK106800,0.0,7.51,,Finance System
26151,DNR-02542,2024-07-08,13.38,GBP,Card,Completed,BK725401,0.33,13.05,C127.0,Finance System
26152,DNR-02543,2024-01-02,8.31,GBP,Card,Completed,BK584832,0.21,8.1,C105.0,Finance System
26153,DNR-02545,2024-05-30,9.83,GBP,Card,Completed,BK643750,0.25,9.58,C120.0,Finance System
26154,DNR-02545,2024-04-07,12.91,GBP,Bank Transfer,Completed,BK264292,0.0,12.91,C101.0,Finance System
26155,DNR-02546,2024-09-09,11.99,GBP,Direct Debit,Completed,BK271144,0.0,11.99,C102.0,Finance System
26156,DNR-02546,2024-08-04,25.03,GBP,Card,Completed,BK956337,0.63,24.400000000000002,C127.0,Finance System
26157,DNR-02546,2024-07-29,12.61,GBP,Bank Transfer,Completed,BK305760,0.0,12.61,C134.0,Finance System
26158,DNR-02546,2024-07-31,18.42,GBP,Cash,Completed,BK273680,0.0,18.42,C121.0,Finance System
26159,DNR-02546,2024-08-21,12.93,GBP,Bank Transfer,Completed,BK731794,0.0,12.93,C102.0,Finance System
26160,DNR-02547,2024-03-15,5.0,GBP,Cash,Completed,BK790443,0.0,5.0,C119.0,Finance System
26161,DNR-02547,2024-03-02,11.7,GBP,Bank Transfer,Completed,BK496688,0.0,11.7,C119.0,Finance System
26162,DNR-02552,2024-06-16,12.22,GBP,Card,Completed,BK837209,0.31,11.91,C132.0,Finance System
26163,DNR-02552,2024-09-28,13.3,GBP,Bank Transfer,Completed,BK658279,0.0,13.3,C106.0,Finance System
26164,DNR-02552,2024-08-16,17.25,GBP,Card,Completed,BK469276,0.43,16.82,C125.0,Finance System
26165,DNR-02553,2024-11-02,5.0,GBP,Cash,Completed,BK279083,0.0,5.0,,Finance System
26166,DNR-02554,2024-01-16,27.04,GBP,Card,Completed,BK131801,0.68,26.36,C129.0,Finance System
26167,DNR-02554,2024-08-20,19.21,GBP,Card,Completed,BK846250,0.48,18.73,,Finance System
26168,DNR-02554,2024-01-16,19.76,GBP,Bank Transfer,Completed,BK288698,0.0,19.76,C129.0,Finance System
26169,DNR-02556,2024-04-28,8.17,GBP,Cash,Refunded,BK833857,0.0,8.17,C104.0,Finance System
26170,DNR-02557,2024-06-15,26.11,GBP,Card,Completed,BK979942,0.65,25.46,C132.0,Finance System
26171,DNR-02559,2024-07-19,69.84,GBP,Bank Transfer,Completed,BK249049,0.0,69.84,C127.0,Finance System
26172,DNR-02559,2024-12-05,53.88,GBP,Bank Transfer,Completed,BK723536,0.0,53.88,,Finance System
26173,ANON-8058,2024-08-01,5.27,GBP,Cash,Completed,BK490221,0.0,5.27,,Finance System
26174,DNR-02560,2023-09-08,5.0,GBP,Cash,Completed,BK335915,0.0,5.0,C123.0,Finance System
26175,DNR-02560,2023-11-03,5.0,GBP,Bank Transfer,Completed,BK230612,0.0,5.0,,Finance System
26176,ANON-6614,2024-04-03,5.0,GBP,Bank Transfer,Completed,BK605866,0.0,5.0,C101.0,Finance System
26177,DNR-02560,2024-03-13,5.0,GBP,Card,Completed,BK911497,0.12,4.88,C119.0,Finance System
26178,DNR-02560,2024-02-27,5.0,GBP,Bank Transfer,Failed,BK359978,0.0,5.0,C119.0,Finance System
26179,DNR-02561,2024-03-14,21.21,GBP,Card,Completed,BK709247,0.53,20.68,,Finance System
26180,DNR-02561,2024-04-26,16.35,GBP,Card,Completed,BK281738,0.41,15.940000000000001,C104.0,Finance System
26181,ANON-5735,2024-10-07,39.68,GBP,Card,Completed,BK497064,0.99,38.69,C107.0,Finance System
26182,DNR-02562,2023-05-31,25.01,GBP,Direct Debit,Completed,BK702043,0.0,25.01,C126.0,Finance System
26183,DNR-02562,2024-09-24,33.78,GBP,Direct Debit,Pending,BK843694,0.0,33.78,C124.0,Finance System
26184,DNR-02562,2023-01-02,30.49,GBP,Direct Debit,Completed,BK794312,0.0,30.49,,Finance System
26185,DNR-02562,2024-07-20,43.75,GBP,Direct Debit,Completed,BK436702,0.0,43.75,C127.0,Finance System
26186,DNR-02562,2024-09-01,79.55,GBP,Direct Debit,Completed,BK642839,0.0,79.55,C102.0,Finance System
26187,DNR-02562,2024-06-16,44.7,GBP,Bank Transfer,Completed,BK477573,0.0,44.7,C132.0,Finance System
26188,DNR-02562,2023-05-16,65.11,GBP,Bank Transfer,Completed,BK709422,0.0,65.11,C111.0,Finance System
26189,DNR-02562,2023-06-19,31.17,GBP,Direct Debit,Completed,BK897253,0.0,31.17,C126.0,Finance System
26190,DNR-02562,2023-05-31,34.49,GBP,Direct Debit,Completed,BK763944,0.0,34.49,C108.0,Finance System
26191,DNR-02562,2023-03-29,60.18,GBP,Direct Debit,Completed,BK974886,0.0,60.18,C110.0,Finance System
26192,DNR-02562,2023-06-06,34.83,GBP,Direct Debit,Completed,BK494197,0.0,34.83,C126.0,Finance System
26193,DNR-02562,2023-11-30,31.64,GBP,Direct Debit,Completed,BK183382,0.0,31.64,C112.0,Finance System
26194,DNR-02562,2023-02-15,30.91,GBP,Card,Completed,BK601157,0.77,30.14,C113.0,Finance System
26195,DNR-02562,2023-02-27,37.35,GBP,Direct Debit,Completed,BK517995,0.0,37.35,C118.0,Finance System
26196,DNR-02562,2023-03-10,27.16,GBP,Direct Debit,Completed,BK430065,0.0,27.16,C103.0,Finance System
26197,ANON-8332,2024-05-24,28.49,GBP,Cash,Completed,BK602811,0.0,28.49,C120.0,Finance System
26198,DNR-02562,2023-08-06,37.52,GBP,Bank Transfer,Completed,BK954370,0.0,37.52,C116.0,Finance System
26199,DNR-02562,2024-06-16,29.44,GBP,Direct Debit,Completed,BK479530,0.0,29.44,C132.0,Finance System
26200,DNR-02562,2023-02-05,26.84,GBP,Direct Debit,Completed,BK678301,0.0,26.84,C118.0,Finance System
26201,DNR-02562,2024-04-17,9.51,GBP,Direct Debit,Failed,BK511645,0.0,9.51,C104.0,Finance System
26202,DNR-02562,2023-09-23,38.51,GBP,Direct Debit,Completed,BK612375,0.0,38.51,C123.0,Finance System
26203,DNR-02562,2023-07-25,51.57,GBP,Cash,Completed,BK282698,0.0,51.57,C116.0,Finance System
26204,DNR-02562,2023-12-18,16.12,GBP,Direct Debit,Completed,BK255711,0.0,16.12,C112.0,Finance System
26205,DNR-02562,2023-03-04,45.56,GBP,Direct Debit,Completed,BK157284,0.0,45.56,C100.0,Finance System
26206,DNR-02562,2023-02-22,23.56,GBP,Card,Completed,BK638790,0.59,22.97,C113.0,Finance System
26207,DNR-02562,2024-01-01,42.93,GBP,Bank Transfer,Completed,BK220486,0.0,42.93,C129.0,Finance System
26208,DNR-02563,2024-07-21,6.34,GBP,Direct Debit,Completed,BK404268,0.0,6.34,C122.0,Finance System
26209,DNR-02563,2024-07-19,5.61,GBP,Direct Debit,Completed,BK553716,0.0,5.61,C122.0,Finance System
26210,DNR-02563,2024-07-29,10.6,GBP,Direct Debit,Completed,BK778214,0.0,10.6,C134.0,Finance System
26211,DNR-02563,2024-07-24,7.75,GBP,Bank Transfer,Completed,BK201126,0.0,7.75,C122.0,Finance System
26212,DNR-02563,2024-09-21,5.05,GBP,Direct Debit,Completed,BK489899,0.0,5.05,,Finance System
26213,DNR-02563,2024-08-13,7.49,GBP,Direct Debit,Completed,BK179509,0.0,7.49,C122.0,Finance System
26214,DNR-02566,2023-05-18,7.43,GBP,Bank Transfer,Completed,BK946901,0.0,7.43,C111.0,Finance System
26215,DNR-02566,2023-09-03,13.72,GBP,Bank Transfer,Completed,BK882236,0.0,13.72,C109.0,Finance System
26216,DNR-02566,2024-07-29,19.59,GBP,Cash,Completed,BK880272,0.0,19.59,C134.0,Finance System
26217,DNR-02566,2023-03-09,17.13,GBP,Bank Transfer,Completed,BK380729,0.0,17.13,,Finance System
26218,DNR-02566,2023-09-28,7.91,GBP,Bank Transfer,Completed,BK822960,0.0,7.91,C123.0,Finance System
26219,DNR-02566,2023-08-09,12.76,GBP,Cheque,Completed,BK546630,0.0,12.76,C116.0,Finance System
26220,DNR-02567,2023-12-25,54.53,GBP,Card,Failed,BK766974,1.36,53.17,C105.0,Finance System
26221,DNR-02567,2024-08-03,48.39,GBP,Card,Completed,BK104796,1.21,47.18,C121.0,Finance System
26222,DNR-02568,2023-05-07,78.99,GBP,Cheque,Pending,BK598445,0.0,78.99,,Finance System
26223,DNR-02568,2023-08-24,64.53,GBP,Card,Completed,BK349248,1.61,62.92,C117.0,Finance System
26224,DNR-02568,2024-03-27,71.17,GBP,Bank Transfer,Completed,BK392066,0.0,71.17,C101.0,Finance System
26225,DNR-02569,2023-03-15,29.02,GBP,Card,Completed,BK133358,0.73,28.29,C103.0,Finance System
26226,DNR-02569,2024-06-15,21.22,GBP,Card,Refunded,BK630463,0.53,20.689999999999998,C132.0,Finance System
26227,DNR-02570,2023-11-09,56.59,GBP,Card,Completed,BK344389,1.41,55.18000000000001,,Finance System
26228,DNR-02570,2024-01-21,29.27,GBP,Bank Transfer,Completed,BK270814,0.0,29.27,C128.0,Finance System
26229,DNR-02572,2024-09-13,33.63,GBP,Card,Completed,BK990755,0.84,32.79,,Finance System
26230,DNR-02572,2023-03-27,45.85,GBP,Bank Transfer,Completed,BK375115,0.0,45.85,C100.0,Finance System
26231,DNR-02572,2024-05-01,50.35,GBP,Card,Completed,BK187273,1.26,49.09,C104.0,Finance System
26232,DNR-02572,2024-09-15,18.44,GBP,Card,Completed,BK614380,0.46,17.98,C107.0,Finance System
26233,DNR-02572,2024-05-25,45.97,GBP,Cheque,Completed,BK734534,0.0,45.97,C120.0,Finance System
26234,DNR-02574,2024-10-06,17.43,GBP,Bank Transfer,Completed,BK856601,0.0,17.43,C124.0,Finance System
26235,DNR-02574,2023-03-03,17.77,GBP,Bank Transfer,Completed,BK428417,0.0,17.77,C103.0,Finance System
26236,DNR-02576,2024-08-05,26.27,GBP,Direct Debit,Completed,BK923968,0.0,26.27,C122.0,Finance System
26237,DNR-02576,2024-09-21,24.34,GBP,Direct Debit,Completed,BK926983,0.0,24.34,C107.0,Finance System
26238,DNR-02577,2024-01-25,12.0,GBP,Bank Transfer,Completed,BK864563,0.0,12.0,C128.0,Finance System
26239,DNR-02578,2023-08-03,84.24,GBP,Card,Completed,BK241672,2.11,82.13,C116.0,Finance System
26240,DNR-02578,2023-08-13,70.46,GBP,Bank Transfer,Completed,BK610341,0.0,70.46,C130.0,Finance System
26241,DNR-02578,2023-02-05,88.83,GBP,Card,Failed,BK506765,2.22,86.61,C118.0,Finance System
26242,DNR-02579,2024-01-14,16.68,GBP,Cash,Completed,BK398738,0.0,16.68,C105.0,Finance System
26243,DNR-02579,2024-08-31,11.78,GBP,Card,Completed,BK145972,0.29,11.49,,Finance System
26244,DNR-02579,2024-01-20,10.16,GBP,Bank Transfer,Completed,BK415904,0.0,10.16,,Finance System
26245,DNR-02579,2024-08-15,16.01,GBP,Card,Completed,BK690872,0.4,15.610000000000001,C125.0,Finance System
26246,DNR-02579,2023-06-24,5.0,GBP,Cash,Completed,BK268602,0.0,5.0,,Finance System
26247,DNR-02579,2023-07-24,15.1,GBP,Cheque,Completed,BK403020,0.0,15.1,,Finance System
26248,DNR-02582,2024-05-18,27.0,GBP,Bank Transfer,Completed,BK698808,0.0,27.0,C120.0,Finance System
26249,DNR-02583,2024-01-22,27.84,GBP,Cash,Completed,BK693082,0.0,27.84,,Finance System
26250,DNR-02583,2024-07-28,64.74,GBP,Cheque,Completed,BK381238,0.0,64.74,C134.0,Finance System
26251,DNR-02584,2024-01-07,41.87,GBP,Card,Completed,BK588402,1.05,40.82,C105.0,Finance System
26252,DNR-02584,2024-03-15,67.84,GBP,Card,Completed,BK958599,1.7,66.14,C133.0,Finance System
26253,DNR-02584,2024-07-30,25.17,GBP,Bank Transfer,Completed,BK107473,0.0,25.17,,Finance System
26254,DNR-02584,2024-08-15,62.28,GBP,Card,Completed,BK967164,1.56,60.72,C125.0,Finance System
26255,DNR-02584,2024-07-11,56.46,GBP,Card,Completed,BK193227,1.41,55.050000000000004,C127.0,Finance System
26256,DNR-02584,2024-10-05,15.94,GBP,Bank Transfer,Completed,BK769182,0.0,15.94,C107.0,Finance System
26257,DNR-02584,2024-01-28,32.45,GBP,Card,Completed,BK334780,0.81,31.640000000000004,C128.0,Finance System
26258,DNR-02588,2024-03-09,51.88,GBP,Card,Completed,BK746229,1.3,50.580000000000005,C119.0,Finance System
26259,DNR-02589,2024-05-29,25.94,GBP,Cash,Completed,BK387183,0.0,25.94,C120.0,Finance System
26260,DNR-02589,2023-09-12,26.31,GBP,Card,Completed,BK266637,0.66,25.65,C123.0,Finance System
26261,DNR-02589,2023-03-22,25.51,GBP,Card,Pending,BK728252,0.64,24.87,C114.0,Finance System
26262,DNR-02589,2024-05-02,32.24,GBP,Card,Completed,BK692761,0.81,31.430000000000003,C104.0,Finance System
26263,DNR-02589,2024-01-27,39.3,GBP,Bank Transfer,Completed,BK645120,0.0,39.3,C128.0,Finance System
26264,DNR-02589,2023-08-21,21.03,GBP,Card,Completed,BK608949,0.53,20.5,C117.0,Finance System
26265,DNR-02589,2023-08-13,14.91,GBP,Card,Completed,BK767540,0.37,14.540000000000001,C130.0,Finance System
26266,DNR-02590,2024-03-14,14.37,GBP,Direct Debit,Completed,BK343105,0.0,14.37,C133.0,Finance System
26267,DNR-02590,2024-02-05,7.0,GBP,Direct Debit,Completed,BK312177,0.0,7.0,C128.0,Finance System
26268,DNR-02590,2024-08-27,12.69,GBP,Direct Debit,Refunded,BK286509,0.0,12.69,C125.0,Finance System
26269,DNR-02590,2023-07-31,12.79,GBP,Direct Debit,Completed,BK168170,0.0,12.79,C116.0,Finance System
26270,DNR-02590,2023-12-19,10.56,GBP,Direct Debit,Completed,BK915312,0.0,10.56,C112.0,Finance System
26271,DNR-02590,2023-02-02,17.33,GBP,Card,Completed,BK349220,0.43,16.9,C118.0,Finance System
26272,DNR-02590,2023-02-11,19.55,GBP,Direct Debit,Completed,BK404039,0.0,19.55,C131.0,Finance System
26273,DNR-02590,2024-07-19,14.49,GBP,Direct Debit,Completed,BK904200,0.0,14.49,C127.0,Finance System
26274,DNR-02590,2023-08-15,10.34,GBP,Bank Transfer,Completed,BK937357,0.0,10.34,C109.0,Finance System
26275,DNR-02591,2024-12-22,15.19,GBP,Bank Transfer,Completed,BK323194,0.0,15.19,,Finance System
26276,DNR-02593,2023-02-11,23.01,GBP,Direct Debit,Completed,BK300979,0.0,23.01,C118.0,Finance System
26277,DNR-02593,2023-03-27,21.61,GBP,Direct Debit,Completed,BK593730,0.0,21.61,C110.0,Finance System
26278,DNR-02593,2023-02-11,16.72,GBP,Direct Debit,Completed,BK296575,0.0,16.72,C113.0,Finance System
26279,DNR-02593,2024-07-30,28.48,GBP,Direct Debit,Completed,BK993640,0.0,28.48,C121.0,Finance System
26280,DNR-02593,2023-12-25,19.29,GBP,Direct Debit,Completed,BK168783,0.0,19.29,C105.0,Finance System
26281,DNR-02593,2023-12-26,27.04,GBP,Direct Debit,Completed,BK796749,0.0,27.04,C105.0,Finance System
26282,DNR-02593,2024-06-15,26.62,GBP,Direct Debit,Completed,BK162592,0.0,26.62,C132.0,Finance System
26283,DNR-02593,2024-08-11,14.53,GBP,Direct Debit,Completed,BK931334,0.0,14.53,C102.0,Finance System
26284,DNR-02593,2023-06-04,23.85,GBP,Direct Debit,Completed,BK730588,0.0,23.85,C126.0,Finance System
26285,DNR-02593,2023-02-14,23.57,GBP,Direct Debit,Completed,BK578096,0.0,23.57,C118.0,Finance System
26286,DNR-02593,2024-04-25,17.27,GBP,Direct Debit,Completed,BK978278,0.0,17.27,C104.0,Finance System
26287,DNR-02595,2024-09-14,15.2,GBP,Cash,Completed,BK610314,0.0,15.2,C107.0,Finance System
26288,DNR-02595,2024-07-20,15.78,GBP,Card,Completed,BK299385,0.39,15.389999999999999,C121.0,Finance System
26289,DNR-02596,2024-10-30,19.13,GBP,Card,Completed,BK310142,0.48,18.65,,Finance System
26290,DNR-02596,2024-04-18,11.81,GBP,Card,Completed,BK441232,0.3,11.51,C104.0,Finance System
26291,DNR-02596,2024-01-02,10.08,GBP,Card,Completed,BK948978,0.25,9.83,C129.0,Finance System
26292,DNR-02597,2024-09-01,28.14,GBP,Cheque,Completed,BK833966,0.0,28.14,C102.0,Finance System
26293,DNR-02598,2023-07-29,5.97,GBP,Cheque,Pending,BK428611,0.0,5.97,,Finance System
26294,DNR-02598,2023-10-29,5.31,GBP,Card,Completed,BK640282,0.13,5.18,,Finance System
26295,DNR-02598,2023-05-25,5.0,GBP,Card,Completed,BK507430,0.12,4.88,C108.0,Finance System
26296,DNR-02599,2024-07-25,37.81,GBP,Card,Completed,BK936502,0.95,36.86,,Finance System
26297,DNR-02601,2023-09-06,26.85,GBP,Bank Transfer,Completed,BK848968,0.0,26.85,C109.0,Finance System
26298,DNR-02601,2024-03-16,21.54,GBP,Card,Completed,BK143776,0.54,21.0,C133.0,Finance System
26299,DNR-02601,2024-05-29,25.36,GBP,Card,Failed,BK759355,0.63,24.73,C120.0,Finance System
26300,DNR-02602,2023-06-05,14.94,GBP,Bank Transfer,Completed,BK874153,0.0,14.94,C126.0,Finance System
26301,DNR-02602,2023-08-29,57.85,GBP,Card,Completed,BK869535,1.45,56.4,C117.0,Finance System
26302,DNR-02604,2023-02-27,5.0,GBP,Card,Completed,BK581179,0.12,4.88,C118.0,Finance System
26303,ANON-2653,2024-07-28,17.5,GBP,Card,Completed,BK944282,0.44,17.06,C127.0,Finance System
26304,ANON-1814,2024-07-19,17.65,GBP,Cash,Completed,BK420302,0.0,17.65,C122.0,Finance System
26305,DNR-02607,2024-03-05,7.9,GBP,Bank Transfer,Completed,BK849914,0.0,7.9,,Finance System
26306,DNR-02607,2024-07-28,8.09,GBP,Bank Transfer,Completed,BK805977,0.0,8.09,C121.0,Finance System
26307,DNR-02608,2023-09-25,18.8,GBP,Card,Completed,BK719582,0.47,18.330000000000002,C123.0,Finance System
26308,DNR-02610,2024-01-28,141.58,GBP,Card,Completed,BK856854,3.54,138.04000000000002,C128.0,Finance System
26309,DNR-02610,2024-09-09,130.19,GBP,Bank Transfer,Completed,BK645405,0.0,130.19,C125.0,Finance System
26310,DNR-02610,2024-03-28,181.11,GBP,Card,Completed,BK181589,4.53,176.58,C101.0,Finance System
26311,DNR-02610,2024-09-29,118.99,GBP,Card,Completed,BK695339,2.97,116.02,C124.0,Finance System
26312,DNR-02610,2024-09-27,136.54,GBP,Card,Completed,BK781173,3.41,133.13,,Finance System
26313,DNR-02610,2024-06-16,129.11,GBP,Bank Transfer,Refunded,BK411520,0.0,129.11,C132.0,Finance System
26314,DNR-02611,2023-06-20,37.11,GBP,Bank Transfer,Pending,BK295974,0.0,37.11,C108.0,Finance System
26315,ANON-1440,2023-01-08,52.13,GBP,Card,Completed,BK794387,1.3,50.830000000000005,,Finance System
26316,DNR-02612,2024-03-28,32.43,GBP,Bank Transfer,Completed,BK138912,0.0,32.43,C101.0,Finance System
26317,DNR-02613,2024-05-17,29.6,GBP,Cash,Completed,BK396129,0.0,29.6,C120.0,Finance System
26318,DNR-02613,2024-04-24,21.04,GBP,Card,Completed,BK484151,0.53,20.509999999999998,,Finance System
26319,DNR-02613,2023-03-17,28.68,GBP,Card,Pending,BK976204,0.72,27.96,C114.0,Finance System
26320,DNR-02613,2024-09-12,39.09,GBP,Card,Completed,BK953161,0.98,38.11000000000001,C125.0,Finance System
26321,ANON-1026,2024-01-08,57.67,GBP,Card,Completed,BK994448,1.44,56.230000000000004,C129.0,Finance System
26322,DNR-02614,2024-02-09,33.88,GBP,Card,Completed,BK900333,0.85,33.03,C128.0,Finance System
26323,DNR-02615,2023-03-23,9.53,GBP,Bank Transfer,Completed,BK829194,0.0,9.53,C103.0,Finance System
26324,DNR-02615,2024-03-14,9.16,GBP,Card,Refunded,BK985878,0.23,8.93,C133.0,Finance System
26325,DNR-02615,2024-03-14,10.92,GBP,Bank Transfer,Completed,BK584452,0.0,10.92,C119.0,Finance System
26326,DNR-02615,2024-01-01,7.08,GBP,Card,Completed,BK251996,0.18,6.9,C129.0,Finance System
26327,DNR-02615,2023-03-15,5.0,GBP,Card,Completed,BK812656,0.12,4.88,C110.0,Finance System
26328,DNR-02615,2024-07-14,6.69,GBP,Card,Completed,BK990846,0.17,6.5200000000000005,C121.0,Finance System
26329,DNR-02615,2024-08-11,6.17,GBP,Cash,Completed,BK315401,0.0,6.17,C102.0,Finance System
26330,DNR-02615,2024-02-16,5.0,GBP,Cash,Pending,BK308706,0.0,5.0,,Finance System
26331,DNR-02617,2024-09-29,22.42,GBP,Bank Transfer,Completed,BK295170,0.0,22.42,C107.0,Finance System
26332,DNR-02617,2024-09-29,27.42,GBP,Bank Transfer,Completed,BK650883,0.0,27.42,C107.0,Finance System
26333,DNR-02617,2023-10-05,20.2,GBP,Cash,Completed,BK478723,0.0,20.2,C123.0,Finance System
26334,DNR-02617,2024-01-11,24.33,GBP,Card,Completed,BK806900,0.61,23.72,,Finance System
26335,DNR-02617,2023-06-21,11.45,GBP,Bank Transfer,Completed,BK811870,0.0,11.45,C126.0,Finance System
26336,ANON-2253,2023-05-31,24.06,GBP,Card,Completed,BK906211,0.6,23.459999999999997,C126.0,Finance System
26337,DNR-02618,2023-06-13,110.82,GBP,Card,Completed,BK341327,2.77,108.05,C108.0,Finance System
26338,DNR-02618,2024-06-16,7.05,GBP,Card,Completed,BK379943,0.18,6.87,C132.0,Finance System
26339,DNR-02618,2024-01-13,108.7,GBP,Bank Transfer,Completed,BK182342,0.0,108.7,,Finance System
26340,DNR-02618,2023-03-27,78.6,GBP,Card,Completed,BK852308,1.96,76.64,C100.0,Finance System
26341,DNR-02618,2023-11-22,84.16,GBP,Cash,Completed,BK768241,0.0,84.16,,Finance System
26342,DNR-02618,2023-03-12,103.38,GBP,Card,Completed,BK170052,2.58,100.8,C114.0,Finance System
26343,DNR-02618,2024-09-13,109.82,GBP,Card,Completed,BK359788,2.75,107.07,C107.0,Finance System
26344,DNR-02618,2023-07-17,123.9,GBP,Bank Transfer,Completed,BK241069,0.0,123.9,,Finance System
26345,DNR-02618,2023-05-26,152.65,GBP,Bank Transfer,Completed,BK527371,0.0,152.65,C126.0,Finance System
26346,DNR-02618,2023-02-21,138.9,GBP,Card,Completed,BK508230,3.47,135.43,,Finance System
26347,DNR-02618,2024-07-24,105.96,GBP,Bank Transfer,Completed,BK122329,0.0,105.96,,Finance System
26348,DNR-02618,2024-02-05,105.82,GBP,Card,Completed,BK910816,2.65,103.16999999999999,,Finance System
26349,DNR-02618,2023-06-20,115.75,GBP,Cash,Completed,BK487612,0.0,115.75,,Finance System
26350,DNR-02618,2023-03-23,154.75,GBP,Cash,Completed,BK847382,0.0,154.75,C103.0,Finance System
26351,DNR-02618,2023-05-11,99.07,GBP,Card,Pending,BK713255,2.48,96.58999999999999,,Finance System
26352,DNR-02618,2023-03-24,129.88,GBP,Bank Transfer,Completed,BK702929,0.0,129.88,C114.0,Finance System
26353,DNR-02618,2023-12-10,134.22,GBP,Bank Transfer,Completed,BK826323,0.0,134.22,,Finance System
26354,DNR-02618,2023-02-10,113.0,GBP,Cash,Completed,BK719577,0.0,113.0,C118.0,Finance System
26355,DNR-02618,2023-10-09,83.76,GBP,Bank Transfer,Completed,BK749301,0.0,83.76,,Finance System
26356,DNR-02618,2024-08-08,98.56,GBP,Bank Transfer,Refunded,BK921777,0.0,98.56,,Finance System
26357,DNR-02618,2023-05-03,146.49,GBP,Cheque,Completed,BK326848,0.0,146.49,C111.0,Finance System
26358,DNR-02618,2024-09-04,162.14,GBP,Bank Transfer,Completed,BK656370,0.0,162.14,C125.0,Finance System
26359,DNR-02618,2023-12-18,82.89,GBP,Bank Transfer,Completed,BK376829,0.0,82.89,C112.0,Finance System
