history_id,donor_id,contact_type,contact_date,contact_outcome,campaign_id,staff_member,notes,valid_from,valid_to,is_current
43150,5039,SMS,2024-05-24,Opted Out,133.0,Emily L,SMS contact - Opted Out,2024-05-24,2024-07-08,False
43151,5039,Direct Mail,2023-02-19,Delivered,107.0,Ahmed R,Direct Mail contact - Delivered,2023-02-19,,False
43152,5039,Direct Mail,2024-05-21,Delivered,118.0,Priya S,Direct Mail contact - Delivered,2024-05-21,,False
43153,5039,Email,2024-07-31,Delivered,105.0,Emily L,Email contact - Delivered,2024-07-31,,False
43154,5039,Email,2024-09-03,Delivered,,Priya S,Email contact - Delivered,2024-09-03,,False
43155,5039,Email,2024-09-29,Bounced,121.0,Sarah M,Email contact - Bounced,2024-09-29,,False
43156,5039,Email,2023-11-22,Successful,,Sarah M,Email contact - Successful,2023-11-22,,False
43157,5039,SMS,2024-02-22,Successful,,Ahmed R,SMS contact - Successful,2024-02-22,,False
43158,5039,Phone,2023-03-24,Successful,114.0,Sarah M,Phone contact - Successful,2023-03-24,,False
43159,5039,Phone,2024-07-23,Successful,,Priya S,Phone contact - Successful,2024-07-23,,False
43160,5039,Direct Mail,2024-11-20,Delivered,,Emily L,Direct Mail contact - Delivered,2024-11-20,,False
43161,5039,Email,2023-10-02,Delivered,,James K,Email contact - Delivered,2023-10-02,,True
43162,4657,Email,2023-05-28,Delivered,127.0,Sarah M,Email contact - Delivered,2023-05-28,,False
43163,4657,Phone,2024-01-19,Successful,122.0,Emily L,Phone contact - Successful,2024-01-19,,False
43164,4657,Direct Mail,2023-12-04,Delivered,104.0,Priya S,Direct Mail contact - Delivered,2023-12-04,,False
43165,4657,Email,2023-05-20,Delivered,126.0,Emily L,Email contact - Delivered,2023-05-20,,False
43166,4657,Phone,2023-10-26,Successful,,Ahmed R,Phone contact - Successful,2023-10-26,,True
43167,4486,Email,2023-06-28,Delivered,,Emily L,Email contact - Delivered,2023-06-28,,False
43168,4486,Direct Mail,2024-01-10,Delivered,132.0,Priya S,Direct Mail contact - Delivered,2024-01-10,,False
43169,4486,Direct Mail,2023-02-13,Delivered,127.0,Emily L,Direct Mail contact - Delivered,2023-02-13,,False
43170,4486,SMS,2024-03-17,Delivered,122.0,Ahmed R,SMS contact - Delivered,2024-03-17,,False
43171,4486,Direct Mail,2023-04-13,Delivered,102.0,Priya S,Direct Mail contact - Delivered,2023-04-13,,False
43172,4486,SMS,2023-10-18,Delivered,112.0,Priya S,SMS contact - Delivered,2023-10-18,,False
43173,4486,Direct Mail,2024-03-10,Delivered,116.0,James K,Direct Mail contact - Delivered,2024-03-10,,False
43174,4486,Direct Mail,2023-04-03,Delivered,119.0,Emily L,Direct Mail contact - Delivered,2023-04-03,,False
43175,4486,Email,2024-09-04,Successful,,Sarah M,Email contact - Successful,2024-09-04,,False
43176,4486,Email,2023-09-06,Successful,101.0,James K,Email contact - Successful,2023-09-06,,False
43177,4486,Phone,2023-10-24,No Answer,,James K,Phone contact - No Answer,2023-10-24,,False
43178,4486,Phone,2023-08-17,Successful,102.0,Sarah M,Phone contact - Successful,2023-08-17,,True
43179,2468,Email,2023-11-19,Bounced,131.0,Sarah M,Email contact - Bounced,2023-11-19,,False
43180,2468,SMS,2023-08-05,Bounced,114.0,James K,SMS contact - Bounced,2023-08-05,,False
43181,2468,Phone,2024-09-08,No Answer,118.0,Ahmed R,Phone contact - No Answer,2024-09-08,,False
43182,2468,Direct Mail,2023-08-17,Delivered,,Emily L,Direct Mail contact - Delivered,2023-08-17,,True
43183,6975,Email,2024-07-24,Delivered,,Sarah M,Email contact - Delivered,2024-07-24,,False
43184,6975,SMS,2023-06-02,Delivered,,Priya S,SMS contact - Delivered,2023-06-02,,False
43185,6975,Phone,2023-01-14,Successful,,Ahmed R,Phone contact - Successful,2023-01-14,,True
43186,1866,Direct Mail,2023-12-16,Delivered,119.0,Ahmed R,Direct Mail contact - Delivered,2023-12-16,,False
43187,1866,Email,2023-03-31,Delivered,,Priya S,Email contact - Delivered,2023-03-31,,False
43188,1866,Email,2023-10-05,Delivered,106.0,Priya S,Email contact - Delivered,2023-10-05,,False
43189,1866,Direct Mail,2023-04-05,Delivered,100.0,Sarah M,Direct Mail contact - Delivered,2023-04-05,,False
43190,1866,SMS,2023-11-09,Delivered,117.0,Priya S,SMS contact - Delivered,2023-11-09,,False
43191,1866,Direct Mail,2023-08-19,Delivered,122.0,Emily L,Direct Mail contact - Delivered,2023-08-19,,False
43192,1866,SMS,2023-01-08,Delivered,116.0,Emily L,SMS contact - Delivered,2023-01-08,,False
43193,1866,Phone,2023-02-02,No Answer,,Sarah M,Phone contact - No Answer,2023-02-02,,False
43194,1866,Direct Mail,2023-12-13,Delivered,108.0,James K,Direct Mail contact - Delivered,2023-12-13,,False
43195,1866,Direct Mail,2024-10-24,Delivered,116.0,Ahmed R,Direct Mail contact - Delivered,2024-10-24,,False
43196,1866,Direct Mail,2024-05-17,Delivered,,Ahmed R,Direct Mail contact - Delivered,2024-05-17,,False
43197,1866,Phone,2024-11-09,Successful,,Priya S,Phone contact - Successful,2024-11-09,,False
43198,1866,Direct Mail,2023-01-29,Delivered,,Emily L,Direct Mail contact - Delivered,2023-01-29,,False
43199,1866,Phone,2024-11-09,Successful,132.0,Priya S,Phone contact - Successful,2024-11-09,,False
43200,1866,Email,2024-07-04,Bounced,,Priya S,Email contact - Bounced,2024-07-04,,True
43201,6891,Direct Mail,2024-10-28,Delivered,,Ahmed R,Direct Mail contact - Delivered,2024-10-28,,False
43202,6891,Email,2023-04-15,Successful,130.0,Priya S,Email contact - Successful,2023-04-15,,False
43203,6891,Phone,2023-04-15,Successful,,Emily L,Phone contact - Successful,2023-04-15,,False
43204,6891,Email,2024-08-16,Successful,132.0,James K,Email contact - Successful,2024-08-16,,False
43205,6891,Direct Mail,2024-03-08,Delivered,,Priya S,Direct Mail contact - Delivered,2024-03-08,,True
43206,2072,SMS,2023-01-31,Successful,,Sarah M,SMS contact - Successful,2023-01-31,,False
43207,2072,Email,2023-06-04,Delivered,107.0,Emily L,Email contact - Delivered,2023-06-04,,False
43208,2072,Direct Mail,2023-09-14,Delivered,112.0,Priya S,Direct Mail contact - Delivered,2023-09-14,,False
43209,2072,SMS,2023-07-31,Opted Out,121.0,Priya S,SMS contact - Opted Out,2023-07-31,2023-09-08,False
43210,2072,Phone,2024-02-02,No Answer,126.0,Emily L,Phone contact - No Answer,2024-02-02,,False
43211,2072,Email,2023-04-28,Delivered,119.0,Emily L,Email contact - Delivered,2023-04-28,,False
43212,2072,SMS,2024-05-07,Delivered,106.0,Emily L,SMS contact - Delivered,2024-05-07,,False
43213,2072,SMS,2023-08-19,Delivered,,Ahmed R,SMS contact - Delivered,2023-08-19,,False
43214,2072,Phone,2024-03-07,No Answer,117.0,Emily L,Phone contact - No Answer,2024-03-07,,False
43215,2072,Phone,2023-10-09,Successful,,Sarah M,Phone contact - Successful,2023-10-09,,False
43216,2072,Email,2024-06-05,Bounced,,James K,Email contact - Bounced,2024-06-05,,False
43217,2072,SMS,2023-07-17,Delivered,,James K,SMS contact - Delivered,2023-07-17,,False
43218,2072,Phone,2024-08-10,Delivered,,Emily L,Phone contact - Delivered,2024-08-10,,True
43219,2747,Direct Mail,2024-09-22,Delivered,,Ahmed R,Direct Mail contact - Delivered,2024-09-22,,False
43220,2747,Direct Mail,2024-03-28,Delivered,133.0,Priya S,Direct Mail contact - Delivered,2024-03-28,,True
43221,3056,SMS,2024-06-08,Delivered,118.0,Ahmed R,SMS contact - Delivered,2024-06-08,,False
43222,3056,Direct Mail,2023-06-12,Delivered,122.0,Emily L,Direct Mail contact - Delivered,2023-06-12,,False
43223,3056,Email,2023-04-03,Bounced,,Ahmed R,Email contact - Bounced,2023-04-03,,True
43224,7437,Direct Mail,2024-08-11,Delivered,113.0,James K,Direct Mail contact - Delivered,2024-08-11,,False
43225,7437,Phone,2024-09-07,Successful,129.0,Emily L,Phone contact - Successful,2024-09-07,,False
43226,7437,SMS,2023-09-09,Opted Out,118.0,Emily L,SMS contact - Opted Out,2023-09-09,2024-01-27,False
43227,7437,Email,2023-12-21,Successful,112.0,James K,Email contact - Successful,2023-12-21,,True
43228,3044,Phone,2024-03-25,Successful,123.0,Emily L,Phone contact - Successful,2024-03-25,,False
43229,3044,Email,2024-10-16,Successful,,Sarah M,Email contact - Successful,2024-10-16,,False
43230,3044,Direct Mail,2024-10-31,Delivered,117.0,Ahmed R,Direct Mail contact - Delivered,2024-10-31,,False
43231,3044,SMS,2024-10-06,Delivered,133.0,Ahmed R,SMS contact - Delivered,2024-10-06,,False
43232,3044,Phone,2023-09-03,Successful,,Priya S,Phone contact - Successful,2023-09-03,,False
43233,3044,Email,2024-04-01,Delivered,122.0,Emily L,Email contact - Delivered,2024-04-01,,False
43234,3044,Phone,2023-11-20,Opted Out,110.0,Priya S,Phone contact - Opted Out,2023-11-20,2024-01-17,False
43235,3044,SMS,2024-03-16,Successful,129.0,Priya S,SMS contact - Successful,2024-03-16,,False
43236,3044,Email,2023-04-24,Delivered,120.0,Emily L,Email contact - Delivered,2023-04-24,,True
43237,2765,Email,2024-06-14,Successful,,Emily L,Email contact - Successful,2024-06-14,,False
43238,2765,Phone,2023-05-28,No Answer,104.0,Emily L,Phone contact - No Answer,2023-05-28,,False
43239,2765,Phone,2023-03-13,No Answer,116.0,Priya S,Phone contact - No Answer,2023-03-13,,False
43240,2765,Phone,2024-11-24,Successful,,Priya S,Phone contact - Successful,2024-11-24,,False
43241,2765,Email,2024-01-05,Successful,115.0,Ahmed R,Email contact - Successful,2024-01-05,,False
43242,2765,Email,2024-04-01,Bounced,130.0,Sarah M,Email contact - Bounced,2024-04-01,,False
43243,2765,Email,2023-03-05,Delivered,103.0,Ahmed R,Email contact - Delivered,2023-03-05,,False
43244,2765,Direct Mail,2023-06-17,Delivered,,Sarah M,Direct Mail contact - Delivered,2023-06-17,,False
43245,2765,Direct Mail,2024-05-14,Delivered,131.0,Sarah M,Direct Mail contact - Delivered,2024-05-14,,False
43246,2765,Phone,2023-06-13,No Answer,,Priya S,Phone contact - No Answer,2023-06-13,,False
43247,2765,Direct Mail,2023-11-16,Delivered,110.0,James K,Direct Mail contact - Delivered,2023-11-16,,False
43248,2765,SMS,2024-03-16,Successful,108.0,Emily L,SMS contact - Successful,2024-03-16,,True
43249,2520,Direct Mail,2024-05-17,Delivered,119.0,Emily L,Direct Mail contact - Delivered,2024-05-17,,False
43250,2520,Email,2023-08-17,Bounced,,Priya S,Email contact - Bounced,2023-08-17,,False
43251,2520,Email,2024-05-09,Bounced,126.0,Sarah M,Email contact - Bounced,2024-05-09,,False
43252,2520,Phone,2024-11-21,Successful,102.0,Priya S,Phone contact - Successful,2024-11-21,,False
43253,2520,SMS,2023-11-12,Delivered,122.0,James K,SMS contact - Delivered,2023-11-12,,False
43254,2520,SMS,2023-02-26,Opted Out,103.0,Emily L,SMS contact - Opted Out,2023-02-26,2023-07-21,False
43255,2520,Email,2023-08-27,Delivered,125.0,Sarah M,Email contact - Delivered,2023-08-27,,False
43256,2520,SMS,2023-01-20,Bounced,,James K,SMS contact - Bounced,2023-01-20,,False
43257,2520,SMS,2024-05-03,Delivered,,James K,SMS contact - Delivered,2024-05-03,,False
43258,2520,Direct Mail,2024-06-06,Delivered,126.0,Emily L,Direct Mail contact - Delivered,2024-06-06,,False
43259,2520,SMS,2024-09-02,Successful,,Sarah M,SMS contact - Successful,2024-09-02,,False
43260,2520,SMS,2023-02-07,Delivered,,Priya S,SMS contact - Delivered,2023-02-07,,False
43261,2520,Phone,2023-04-01,Successful,112.0,Sarah M,Phone contact - Successful,2023-04-01,,True
43262,3355,Email,2023-11-30,Successful,107.0,Sarah M,Email contact - Successful,2023-11-30,,False
43263,3355,Phone,2023-11-25,Opted Out,106.0,Priya S,Phone contact - Opted Out,2023-11-25,2024-04-04,False
43264,3355,Phone,2024-07-01,Successful,113.0,Emily L,Phone contact - Successful,2024-07-01,,False
43265,3355,Email,2023-11-04,Delivered,102.0,Emily L,Email contact - Delivered,2023-11-04,,False
43266,3355,SMS,2023-02-24,Delivered,,James K,SMS contact - Delivered,2023-02-24,,False
43267,3355,Direct Mail,2023-12-04,Delivered,127.0,Emily L,Direct Mail contact - Delivered,2023-12-04,,False
43268,3355,SMS,2024-07-09,Delivered,114.0,Ahmed R,SMS contact - Delivered,2024-07-09,,False
43269,3355,Phone,2023-08-08,Successful,,James K,Phone contact - Successful,2023-08-08,,False
43270,3355,Email,2023-07-17,Delivered,,Priya S,Email contact - Delivered,2023-07-17,,False
43271,3355,Phone,2024-05-16,Successful,110.0,Emily L,Phone contact - Successful,2024-05-16,,False
43272,3355,Email,2023-10-01,Delivered,,Ahmed R,Email contact - Delivered,2023-10-01,,False
43273,3355,Direct Mail,2024-08-08,Delivered,,Sarah M,Direct Mail contact - Delivered,2024-08-08,,True
43274,6491,Phone,2023-07-29,Successful,106.0,Emily L,Phone contact - Successful,2023-07-29,,False
43275,6491,Phone,2023-05-17,Successful,124.0,Sarah M,Phone contact - Successful,2023-05-17,,False
43276,6491,Direct Mail,2024-02-05,Delivered,,Ahmed R,Direct Mail contact - Delivered,2024-02-05,,False
43277,6491,Email,2023-04-03,Delivered,,Emily L,Email contact - Delivered,2023-04-03,,False
43278,6491,SMS,2023-07-27,Delivered,134.0,James K,SMS contact - Delivered,2023-07-27,,False
43279,6491,Direct Mail,2024-06-28,Delivered,,Priya S,Direct Mail contact - Delivered,2024-06-28,,False
43280,6491,Email,2023-04-05,Bounced,109.0,Ahmed R,Email contact - Bounced,2023-04-05,,False
43281,6491,Phone,2024-05-14,Successful,,James K,Phone contact - Successful,2024-05-14,,False
43282,6491,Phone,2023-01-11,No Answer,,Sarah M,Phone contact - No Answer,2023-01-11,,False
43283,6491,Email,2024-03-24,Successful,125.0,Priya S,Email contact - Successful,2024-03-24,,False
43284,6491,Email,2023-06-08,Opted Out,,Emily L,Email contact - Opted Out,2023-06-08,2023-11-17,False
43285,6491,SMS,2024-03-30,Delivered,107.0,James K,SMS contact - Delivered,2024-03-30,,False
43286,6491,Direct Mail,2024-11-24,Delivered,116.0,Emily L,Direct Mail contact - Delivered,2024-11-24,,False
43287,6491,Direct Mail,2023-08-11,Delivered,128.0,Ahmed R,Direct Mail contact - Delivered,2023-08-11,,True
43288,5845,Email,2024-11-25,Delivered,127.0,Priya S,Email contact - Delivered,2024-11-25,,False
43289,5845,Direct Mail,2023-03-07,Delivered,,Emily L,Direct Mail contact - Delivered,2023-03-07,,False
43290,5845,Phone,2024-02-18,Successful,,Ahmed R,Phone contact - Successful,2024-02-18,,False
43291,5845,Phone,2023-09-10,Successful,110.0,Ahmed R,Phone contact - Successful,2023-09-10,,False
43292,5845,Email,2023-05-08,Delivered,104.0,Sarah M,Email contact - Delivered,2023-05-08,,False
43293,5845,Phone,2023-08-30,Delivered,,Sarah M,Phone contact - Delivered,2023-08-30,,False
43294,5845,Phone,2023-04-23,No Answer,126.0,Ahmed R,Phone contact - No Answer,2023-04-23,,True
43295,4145,Direct Mail,2024-03-24,Delivered,122.0,Emily L,Direct Mail contact - Delivered,2024-03-24,,False
43296,4145,Email,2023-04-17,Delivered,125.0,Emily L,Email contact - Delivered,2023-04-17,,False
43297,4145,Phone,2024-07-13,No Answer,,Sarah M,Phone contact - No Answer,2024-07-13,,False
43298,4145,Direct Mail,2023-03-29,Delivered,125.0,Priya S,Direct Mail contact - Delivered,2023-03-29,,False
43299,4145,SMS,2023-10-06,Delivered,,Sarah M,SMS contact - Delivered,2023-10-06,,False
43300,4145,SMS,2023-03-23,No Answer,127.0,Sarah M,SMS contact - No Answer,2023-03-23,,False
43301,4145,Direct Mail,2023-01-18,Delivered,111.0,James K,Direct Mail contact - Delivered,2023-01-18,,False
43302,4145,Direct Mail,2023-12-14,Delivered,128.0,Emily L,Direct Mail contact - Delivered,2023-12-14,,False
43303,4145,Phone,2023-09-28,No Answer,104.0,Emily L,Phone contact - No Answer,2023-09-28,,False
43304,4145,Email,2023-04-01,Delivered,,Priya S,Email contact - Delivered,2023-04-01,,True
43305,3605,Phone,2024-08-01,Successful,134.0,James K,Phone contact - Successful,2024-08-01,,False
43306,3605,Phone,2023-07-09,No Answer,106.0,Sarah M,Phone contact - No Answer,2023-07-09,,False
43307,3605,Phone,2024-09-29,Successful,113.0,Priya S,Phone contact - Successful,2024-09-29,,False
43308,3605,SMS,2024-01-16,Bounced,,Emily L,SMS contact - Bounced,2024-01-16,,False
43309,3605,SMS,2023-05-22,Bounced,104.0,James K,SMS contact - Bounced,2023-05-22,,True
43310,5027,Email,2023-11-02,Successful,,Emily L,Email contact - Successful,2023-11-02,,False
43311,5027,Direct Mail,2024-09-28,Delivered,129.0,James K,Direct Mail contact - Delivered,2024-09-28,,False
43312,5027,Direct Mail,2023-09-16,Delivered,,Sarah M,Direct Mail contact - Delivered,2023-09-16,,False
43313,5027,Phone,2024-10-25,No Answer,105.0,Ahmed R,Phone contact - No Answer,2024-10-25,,False
43314,5027,Direct Mail,2024-10-18,Delivered,,Emily L,Direct Mail contact - Delivered,2024-10-18,,False
43315,5027,SMS,2024-06-04,Delivered,,James K,SMS contact - Delivered,2024-06-04,,False
43316,5027,Email,2023-07-10,Delivered,,James K,Email contact - Delivered,2023-07-10,,False
43317,5027,SMS,2024-09-03,Delivered,,Priya S,SMS contact - Delivered,2024-09-03,,False
43318,5027,SMS,2024-02-24,Delivered,119.0,James K,SMS contact - Delivered,2024-02-24,,False
43319,5027,SMS,2024-03-14,Opted Out,,Ahmed R,SMS contact - Opted Out,2024-03-14,,True
43320,4874,Phone,2024-09-01,No Answer,,Ahmed R,Phone contact - No Answer,2024-09-01,,False
43321,4874,Email,2023-09-25,Successful,129.0,Emily L,Email contact - Successful,2023-09-25,,False
43322,4874,SMS,2023-02-24,Successful,,Sarah M,SMS contact - Successful,2023-02-24,,False
43323,4874,Direct Mail,2023-02-08,Delivered,129.0,Ahmed R,Direct Mail contact - Delivered,2023-02-08,,False
43324,4874,Email,2024-08-28,Delivered,,Emily L,Email contact - Delivered,2024-08-28,,True
43325,2707,SMS,2024-08-25,Delivered,120.0,Emily L,SMS contact - Delivered,2024-08-25,,False
43326,2707,Phone,2023-08-29,No Answer,108.0,Emily L,Phone contact - No Answer,2023-08-29,,False
43327,2707,Email,2023-11-22,Delivered,,Sarah M,Email contact - Delivered,2023-11-22,,False
43328,2707,Phone,2023-09-29,No Answer,,Sarah M,Phone contact - No Answer,2023-09-29,,True
43329,4179,Direct Mail,2023-12-16,Delivered,110.0,Ahmed R,Direct Mail contact - Delivered,2023-12-16,,False
43330,4179,Phone,2023-03-07,Successful,100.0,Sarah M,Phone contact - Successful,2023-03-07,,False
43331,4179,Direct Mail,2024-03-30,Delivered,,Sarah M,Direct Mail contact - Delivered,2024-03-30,,False
43332,4179,Phone,2024-08-15,No Answer,,Ahmed R,Phone contact - No Answer,2024-08-15,,False
43333,4179,Direct Mail,2024-06-21,Delivered,,Ahmed R,Direct Mail contact - Delivered,2024-06-21,,False
43334,4179,SMS,2024-03-17,Delivered,129.0,Sarah M,SMS contact - Delivered,2024-03-17,,False
43335,4179,Email,2023-11-16,Opted Out,,Priya S,Email contact - Opted Out,2023-11-16,2024-02-26,False
43336,4179,SMS,2024-07-15,Delivered,131.0,Sarah M,SMS contact - Delivered,2024-07-15,,False
43337,4179,Phone,2023-02-01,Successful,132.0,Priya S,Phone contact - Successful,2023-02-01,,False
43338,4179,SMS,2023-08-16,Delivered,,Emily L,SMS contact - Delivered,2023-08-16,,False
43339,4179,Phone,2023-03-17,Opted Out,,Emily L,Phone contact - Opted Out,2023-03-17,,True
43340,5813,SMS,2024-04-02,Delivered,123.0,Emily L,SMS contact - Delivered,2024-04-02,,False
43341,5813,Phone,2023-09-05,No Answer,,Ahmed R,Phone contact - No Answer,2023-09-05,,False
43342,5813,Phone,2023-05-30,Delivered,100.0,Ahmed R,Phone contact - Delivered,2023-05-30,,False
43343,5813,Phone,2024-01-04,No Answer,,James K,Phone contact - No Answer,2024-01-04,,False
43344,5813,Direct Mail,2024-01-09,Delivered,131.0,James K,Direct Mail contact - Delivered,2024-01-09,,False
43345,5813,Email,2023-09-07,Delivered,128.0,Sarah M,Email contact - Delivered,2023-09-07,,False
43346,5813,Direct Mail,2024-10-04,Delivered,,Sarah M,Direct Mail contact - Delivered,2024-10-04,,True
43347,2351,SMS,2023-12-05,No Answer,107.0,Ahmed R,SMS contact - No Answer,2023-12-05,,False
43348,2351,Direct Mail,2024-10-17,Delivered,132.0,Sarah M,Direct Mail contact - Delivered,2024-10-17,,False
43349,2351,Direct Mail,2023-04-26,Delivered,128.0,Sarah M,Direct Mail contact - Delivered,2023-04-26,,False
43350,2351,Direct Mail,2023-06-27,Delivered,107.0,Emily L,Direct Mail contact - Delivered,2023-06-27,,False
43351,2351,Email,2024-11-21,Successful,,Sarah M,Email contact - Successful,2024-11-21,,False
43352,2351,SMS,2023-06-01,Successful,106.0,Sarah M,SMS contact - Successful,2023-06-01,,False
43353,2351,Direct Mail,2023-11-20,Delivered,,Ahmed R,Direct Mail contact - Delivered,2023-11-20,,True
43354,4820,SMS,2023-10-03,Delivered,122.0,James K,SMS contact - Delivered,2023-10-03,,False
43355,4820,Direct Mail,2024-08-17,Delivered,,Priya S,Direct Mail contact - Delivered,2024-08-17,,False
43356,4820,Phone,2023-07-17,Successful,,Priya S,Phone contact - Successful,2023-07-17,,False
43357,4820,Direct Mail,2023-07-13,Delivered,130.0,Priya S,Direct Mail contact - Delivered,2023-07-13,,False
43358,4820,Phone,2024-08-29,No Answer,103.0,Sarah M,Phone contact - No Answer,2024-08-29,,False
43359,4820,Phone,2024-01-18,Successful,,James K,Phone contact - Successful,2024-01-18,,False
43360,4820,Email,2023-03-18,Bounced,,Emily L,Email contact - Bounced,2023-03-18,,False
43361,4820,SMS,2024-06-24,Delivered,,Priya S,SMS contact - Delivered,2024-06-24,,False
43362,4820,Phone,2024-04-26,Successful,,Ahmed R,Phone contact - Successful,2024-04-26,,False
43363,4820,Email,2023-12-05,Delivered,,Sarah M,Email contact - Delivered,2023-12-05,,True
43364,1267,Direct Mail,2023-07-07,Delivered,103.0,Emily L,Direct Mail contact - Delivered,2023-07-07,,False
43365,1267,Email,2023-04-27,Successful,,James K,Email contact - Successful,2023-04-27,,False
43366,1267,Direct Mail,2024-03-16,Delivered,134.0,Priya S,Direct Mail contact - Delivered,2024-03-16,,False
43367,1267,Direct Mail,2023-09-21,Delivered,,Sarah M,Direct Mail contact - Delivered,2023-09-21,,False
43368,1267,Email,2024-03-08,Successful,116.0,Sarah M,Email contact - Successful,2024-03-08,,False
43369,1267,Email,2023-12-16,Delivered,120.0,James K,Email contact - Delivered,2023-12-16,,False
43370,1267,SMS,2024-10-15,Delivered,,James K,SMS contact - Delivered,2024-10-15,,False
43371,1267,Email,2023-08-13,Delivered,,Ahmed R,Email contact - Delivered,2023-08-13,,False
43372,1267,SMS,2023-09-25,Opted Out,115.0,Priya S,SMS contact - Opted Out,2023-09-25,2024-01-10,False
43373,1267,Direct Mail,2024-02-22,Delivered,127.0,Priya S,Direct Mail contact - Delivered,2024-02-22,,False
43374,1267,Phone,2023-06-07,No Answer,,Sarah M,Phone contact - No Answer,2023-06-07,,True
43375,5199,Direct Mail,2024-03-21,Delivered,,James K,Direct Mail contact - Delivered,2024-03-21,,False
43376,5199,Direct Mail,2024-01-10,Delivered,134.0,Priya S,Direct Mail contact - Delivered,2024-01-10,,False
43377,5199,Phone,2024-10-21,Successful,,Priya S,Phone contact - Successful,2024-10-21,,False
43378,5199,Direct Mail,2024-04-09,Delivered,,Sarah M,Direct Mail contact - Delivered,2024-04-09,,False
43379,5199,Phone,2024-11-24,Successful,125.0,Emily L,Phone contact - Successful,2024-11-24,,True
43380,3418,Direct Mail,2024-10-20,Delivered,,James K,Direct Mail contact - Delivered,2024-10-20,,False
43381,3418,Phone,2024-03-24,Successful,132.0,Emily L,Phone contact - Successful,2024-03-24,,False
43382,3418,Direct Mail,2023-10-23,Delivered,104.0,Sarah M,Direct Mail contact - Delivered,2023-10-23,,False
43383,3418,Direct Mail,2023-05-14,Delivered,,Ahmed R,Direct Mail contact - Delivered,2023-05-14,,False
43384,3418,SMS,2023-12-25,Delivered,,Ahmed R,SMS contact - Delivered,2023-12-25,,False
43385,3418,SMS,2024-03-22,Successful,129.0,Priya S,SMS contact - Successful,2024-03-22,,False
43386,3418,Email,2023-12-10,Successful,101.0,Sarah M,Email contact - Successful,2023-12-10,,False
43387,3418,Direct Mail,2024-01-19,Delivered,102.0,James K,Direct Mail contact - Delivered,2024-01-19,,False
43388,3418,SMS,2024-01-20,Delivered,,Ahmed R,SMS contact - Delivered,2024-01-20,,False
43389,3418,Direct Mail,2024-10-04,Delivered,107.0,Sarah M,Direct Mail contact - Delivered,2024-10-04,,False
43390,3418,Phone,2023-06-19,No Answer,,Priya S,Phone contact - No Answer,2023-06-19,,False
43391,3418,Direct Mail,2024-06-24,Delivered,,Sarah M,Direct Mail contact - Delivered,2024-06-24,,False
43392,3418,SMS,2023-02-13,Successful,,Emily L,SMS contact - Successful,2023-02-13,,True
43393,6702,Direct Mail,2023-12-14,Delivered,,Emily L,Direct Mail contact - Delivered,2023-12-14,,False
43394,6702,SMS,2023-04-03,Delivered,131.0,Sarah M,SMS contact - Delivered,2023-04-03,,False
43395,6702,Direct Mail,2023-02-19,Delivered,101.0,Emily L,Direct Mail contact - Delivered,2023-02-19,,False
43396,6702,Phone,2024-08-08,No Answer,,Emily L,Phone contact - No Answer,2024-08-08,,False
43397,6702,Direct Mail,2023-02-27,Delivered,103.0,Sarah M,Direct Mail contact - Delivered,2023-02-27,,False
43398,6702,Phone,2024-11-21,Successful,109.0,James K,Phone contact - Successful,2024-11-21,,False
43399,6702,Email,2023-06-25,Delivered,106.0,Emily L,Email contact - Delivered,2023-06-25,,True
43400,1145,SMS,2023-08-28,Delivered,105.0,Ahmed R,SMS contact - Delivered,2023-08-28,,False
43401,1145,Email,2023-05-16,Bounced,107.0,Priya S,Email contact - Bounced,2023-05-16,,False
43402,1145,Direct Mail,2023-08-15,Opted Out,100.0,Ahmed R,Direct Mail contact - Opted Out,2023-08-15,2023-09-29,False
43403,1145,Phone,2024-08-01,No Answer,131.0,Ahmed R,Phone contact - No Answer,2024-08-01,,False
43404,1145,Phone,2024-06-10,No Answer,109.0,Ahmed R,Phone contact - No Answer,2024-06-10,,True
43405,6890,Phone,2023-06-06,No Answer,126.0,James K,Phone contact - No Answer,2023-06-06,,False
43406,6890,Email,2024-01-03,Bounced,,Ahmed R,Email contact - Bounced,2024-01-03,,False
43407,6890,Direct Mail,2024-09-25,Delivered,102.0,James K,Direct Mail contact - Delivered,2024-09-25,,False
43408,6890,SMS,2023-10-27,Delivered,,Priya S,SMS contact - Delivered,2023-10-27,,False
43409,6890,Email,2023-07-14,Bounced,103.0,Ahmed R,Email contact - Bounced,2023-07-14,,False
43410,6890,Phone,2024-08-11,Successful,100.0,Ahmed R,Phone contact - Successful,2024-08-11,,False
43411,6890,Email,2024-07-23,Bounced,122.0,Sarah M,Email contact - Bounced,2024-07-23,,False
43412,6890,Direct Mail,2024-02-27,Delivered,125.0,Priya S,Direct Mail contact - Delivered,2024-02-27,,False
43413,6890,SMS,2024-06-12,Successful,126.0,Priya S,SMS contact - Successful,2024-06-12,,False
43414,6890,SMS,2023-02-15,Delivered,,Emily L,SMS contact - Delivered,2023-02-15,,False
43415,6890,Email,2024-07-16,Bounced,110.0,Ahmed R,Email contact - Bounced,2024-07-16,,False
43416,6890,Direct Mail,2023-06-21,Delivered,,Ahmed R,Direct Mail contact - Delivered,2023-06-21,,False
