donation_id,donor_id,donation_date,amount,campaign_id,payment_method,gift_type,gift_aid_claimed
12348,1612,2023-01-18,13.31,,Card,One-off,Yes
12349,1613,2024-07-28,22.12,134.0,Cash,One-off,Yes
12350,1613,2024-07-08,22.1,121.0,Card,One-off,Yes
12351,1613,2024-07-28,18.64,122.0,Card,One-off,No
12352,1613,2023-01-29,21.41,131.0,Card,One-off,Yes
12353,1613,2023-03-02,24.1,100.0,Cheque,One-off,Yes
12354,1613,2023-07-30,18.8,116.0,Card,One-off,Yes
12355,1613,2024-08-14,14.93,102.0,Bank Transfer,One-off,Yes
12356,1613,2023-02-14,19.12,131.0,Card,One-off,Yes
12357,1613,2024-08-12,13.51,102.0,Cheque,One-off,Yes
12358,1614,2023-09-14,153.24,123.0,Direct Debit,Regular,Yes
12359,1614,2023-07-01,166.06,,Card,One-off,Yes
12360,1614,2023-04-03,92.42,,Card,Regular,Yes
12361,1614,2024-01-10,91.93,105.0,Direct Debit,Regular,No
12362,1614,2024-01-05,169.14,,Bank Transfer,Regular,No
12363,1614,2024-02-20,163.66,,Direct Debit,Regular,Yes
12364,1614,2023-06-07,138.2,108.0,Direct Debit,Regular,Yes
12365,1614,2024-02-04,314.7,128.0,Direct Debit,Regular,No
12366,1614,2024-10-08,149.5,107.0,Direct Debit,Regular,Yes
12367,1614,2023-03-13,110.09,115.0,Direct Debit,Regular,No
12368,1614,2024-08-05,114.77,121.0,Direct Debit,Regular,Yes
12369,1614,2023-03-31,144.57,,Direct Debit,Regular,Yes
12370,1614,2024-03-15,261.73,133.0,Direct Debit,Regular,Yes
12371,1614,2023-09-26,250.59,,Bank Transfer,Regular,Yes
12372,1614,2024-03-29,136.5,,Direct Debit,One-off,Yes
12373,1615,2023-02-26,30.14,100.0,Card,One-off,Yes
12374,1615,2023-03-18,31.41,114.0,Card,One-off,No
12375,1615,2024-01-10,57.05,129.0,Card,One-off,No
12376,1615,2023-06-13,35.96,108.0,Card,One-off,No
12377,1615,2024-03-26,15.98,101.0,Bank Transfer,One-off,No
12378,1615,2023-06-05,35.96,,Card,One-off,Yes
12379,1615,2024-08-06,34.9,127.0,Card,One-off,Yes
12380,1615,2024-03-14,33.85,133.0,Cash,One-off,No
12381,1615,2023-02-05,34.32,113.0,Cash,One-off,Yes
12382,1615,2024-03-12,26.32,119.0,Bank Transfer,One-off,Yes
12383,1615,2024-01-19,35.32,128.0,Card,One-off,No
12384,1615,2023-05-28,44.99,126.0,Cash,One-off,Yes
12385,1616,2024-09-26,10.33,107.0,Card,One-off,Yes
12386,1616,2024-04-23,34.93,104.0,Cheque,One-off,Yes
12387,1616,2024-05-27,18.59,120.0,Card,One-off,No
12388,1619,2024-10-01,230.21,,Direct Debit,Regular,Yes
12389,1619,2024-07-24,263.87,,Direct Debit,Regular,Yes
12390,1619,2024-01-16,357.81,129.0,Bank Transfer,Regular,Yes
12391,1619,2024-01-09,244.69,129.0,Direct Debit,Regular,Yes
12392,1621,2024-11-17,13.62,,Card,One-off,No
12393,1625,2024-03-15,32.71,133.0,Card,One-off,No
12394,1625,2024-01-03,38.19,105.0,Cheque,One-off,No
12395,1625,2023-08-30,36.18,117.0,Bank Transfer,One-off,Yes
12396,1625,2023-08-19,32.24,109.0,Card,One-off,Yes
12397,1627,2024-12-09,70.13,,Bank Transfer,One-off,No
12398,1627,2024-06-16,112.49,132.0,Bank Transfer,One-off,Yes
12399,1627,2024-07-28,147.27,134.0,Cash,One-off,Yes
12400,1627,2024-07-19,78.76,127.0,Card,One-off,Yes
12401,1627,2024-08-04,99.4,121.0,Card,One-off,Yes
12402,1627,2024-05-28,47.31,120.0,Bank Transfer,One-off,No
12403,1627,2024-09-04,99.07,106.0,Bank Transfer,One-off,No
12404,1627,2024-06-16,109.23,132.0,Card,One-off,Yes
12405,1627,2024-12-30,93.35,,Card,One-off,Yes
12406,1627,2024-10-02,123.78,124.0,Card,One-off,Yes
12407,1627,2024-06-16,87.52,132.0,Bank Transfer,One-off,No
12408,1628,2023-02-11,97.25,131.0,Card,One-off,Yes
12409,1628,2023-01-30,57.45,131.0,Cash,One-off,No
12410,1628,2023-03-08,130.37,115.0,Card,One-off,Yes
12411,1628,2023-08-13,120.12,116.0,Card,One-off,Yes
12412,1628,2023-08-09,127.56,130.0,Bank Transfer,One-off,Yes
12413,1628,2023-05-27,64.2,108.0,Card,One-off,No
12414,1628,2024-03-28,78.63,101.0,Bank Transfer,One-off,Yes
12415,1628,2024-09-07,85.04,102.0,Card,One-off,No
12416,1628,2024-03-15,90.17,133.0,Bank Transfer,One-off,Yes
12417,1628,2023-08-13,89.29,117.0,Cash,One-off,No
12418,1628,2023-03-05,80.18,115.0,Bank Transfer,One-off,Yes
12419,1628,2024-04-02,29.85,101.0,Card,One-off,Yes
12420,1628,2024-02-01,90.12,128.0,Card,One-off,No
12421,1628,2023-02-21,106.14,,Card,One-off,Yes
12422,1628,2024-09-06,104.9,125.0,Bank Transfer,One-off,Yes
12423,1629,2023-02-05,5.0,,Bank Transfer,One-off,Yes
12424,1630,2024-08-21,7.66,102.0,Bank Transfer,One-off,Yes
12425,1630,2024-01-07,13.82,129.0,Bank Transfer,One-off,No
12426,1631,2024-08-03,13.15,122.0,Bank Transfer,One-off,No
12427,1631,2024-07-29,14.95,134.0,Card,One-off,Yes
12428,1631,2024-08-31,18.31,102.0,Card,One-off,Yes
12429,1631,2023-04-17,16.81,,Bank Transfer,One-off,No
12430,1631,2024-07-29,7.17,122.0,Card,One-off,Yes
12431,1631,2023-09-01,11.59,117.0,Cash,One-off,Yes
12432,1631,2024-04-24,11.9,104.0,Bank Transfer,One-off,Yes
12433,1632,2023-07-27,112.97,116.0,Cash,One-off,Yes
12434,1632,2023-05-14,109.02,111.0,Cash,One-off,Yes
12435,1632,2024-08-21,168.95,,Bank Transfer,One-off,Yes
12436,1632,2023-03-22,73.19,110.0,Cheque,One-off,Yes
12437,1632,2023-11-19,213.93,,Card,One-off,No
12438,1632,2024-02-14,133.93,,Card,One-off,Yes
12439,1632,2024-03-16,80.44,133.0,Card,One-off,Yes
12440,1632,2024-05-14,75.08,,Bank Transfer,One-off,Yes
12441,1632,2024-07-28,93.34,122.0,Bank Transfer,One-off,Yes
12442,1632,2024-07-31,174.77,,Bank Transfer,One-off,Yes
12443,1632,2023-03-16,220.57,114.0,Card,One-off,No
12444,1632,2023-12-14,142.99,,Bank Transfer,One-off,Yes
12445,1632,2023-09-08,93.51,117.0,Card,One-off,Yes
12446,1632,2023-08-25,169.5,109.0,Card,One-off,Yes
12447,1632,2023-09-16,151.28,,Card,One-off,Yes
12448,1632,2023-07-29,94.11,,Cheque,One-off,Yes
12449,1632,2024-07-10,77.28,121.0,Bank Transfer,One-off,No
12450,1632,2024-12-21,123.19,,Cash,One-off,Yes
12451,1632,2024-02-23,133.84,,Bank Transfer,One-off,No
12452,1632,2024-06-09,101.17,120.0,Card,One-off,Yes
12453,1632,2024-03-15,108.0,133.0,Bank Transfer,One-off,No
12454,1632,2024-06-16,148.14,132.0,Card,One-off,No
12455,1635,2024-01-16,24.02,129.0,Card,One-off,No
12456,1635,2023-08-26,25.2,117.0,Card,One-off,Yes
12457,1635,2024-09-10,26.25,106.0,Bank Transfer,One-off,No
12458,1637,2024-07-16,6.2,121.0,Bank Transfer,One-off,No
12459,1637,2024-03-10,7.93,119.0,Card,One-off,Yes
12460,1640,2023-11-23,16.97,,Cash,One-off,Yes
12461,1641,2023-01-27,25.34,131.0,Card,One-off,Yes
12462,1641,2024-02-20,29.06,119.0,Card,One-off,Yes
12463,1641,2023-06-08,18.02,108.0,Bank Transfer,One-off,Yes
12464,1641,2023-03-04,7.56,115.0,Bank Transfer,One-off,No
12465,1642,2024-03-15,38.08,133.0,Card,One-off,No
12466,1643,2023-09-08,12.13,117.0,Cash,One-off,Yes
12467,1644,2024-06-23,92.23,,Card,One-off,Yes
12468,1648,2024-10-01,6.46,106.0,Bank Transfer,One-off,Yes
12469,1648,2024-07-28,10.06,121.0,Card,One-off,Yes
12470,1650,2024-05-29,29.58,120.0,Bank Transfer,One-off,Yes
12471,1650,2023-02-25,30.59,113.0,Bank Transfer,One-off,Yes
12472,1650,2023-02-24,19.67,113.0,Card,One-off,No
12473,1652,2024-09-28,30.41,106.0,Bank Transfer,Regular,Yes
12474,1652,2024-09-18,39.34,107.0,Direct Debit,Regular,Yes
12475,1652,2024-08-30,38.09,125.0,Cheque,Regular,No
12476,1652,2024-07-28,38.96,134.0,Direct Debit,Regular,Yes
12477,1652,2024-05-21,29.27,120.0,Direct Debit,Regular,Yes
12478,1652,2024-08-16,44.29,122.0,Bank Transfer,Regular,No
12479,1652,2024-07-20,37.53,127.0,Direct Debit,Regular,Yes
12480,1652,2024-02-04,48.84,128.0,Card,Regular,No
12481,1652,2024-07-19,35.67,122.0,Direct Debit,Regular,No
12482,1652,2023-09-06,50.2,,Bank Transfer,Regular,No
12483,1653,2024-09-04,40.14,125.0,Direct Debit,Regular,Yes
12484,1653,2024-08-01,62.17,127.0,Card,One-off,Yes
12485,1653,2024-09-04,39.29,125.0,Direct Debit,One-off,Yes
12486,1653,2024-07-27,27.81,,Direct Debit,Regular,Yes
12487,1653,2024-09-08,39.12,124.0,Direct Debit,One-off,Yes
12488,1653,2024-08-18,42.81,102.0,Direct Debit,Regular,Yes
12489,1653,2024-08-15,51.03,122.0,Direct Debit,Regular,No
12490,1653,2024-06-15,71.32,132.0,Bank Transfer,Regular,No
12491,1653,2024-07-22,50.68,121.0,Direct Debit,One-off,Yes
12492,1653,2024-07-27,36.99,122.0,Direct Debit,Regular,No
12493,1655,2024-01-27,28.21,,Bank Transfer,One-off,Yes
12494,1655,2024-08-21,24.83,102.0,Card,One-off,Yes
12495,1655,2023-08-08,25.01,130.0,Bank Transfer,One-off,No
12496,1655,2024-07-19,15.33,122.0,Bank Transfer,One-off,Yes
12497,1656,2023-06-12,16.72,,Bank Transfer,One-off,Yes
12498,1658,2023-03-06,10.86,100.0,Card,One-off,Yes
12499,1658,2023-04-06,6.77,114.0,Bank Transfer,One-off,Yes
12500,1659,2023-03-26,5.0,,Cash,One-off,No
12501,1659,2023-02-10,5.0,113.0,Card,One-off,No
12502,1659,2024-02-22,5.08,,Card,One-off,No
12503,1659,2023-12-23,5.0,,Cheque,One-off,Yes
12504,1661,2023-12-25,29.74,105.0,Bank Transfer,One-off,Yes
12505,1661,2024-07-09,52.64,127.0,Cash,One-off,Yes
12506,1661,2023-11-23,18.98,112.0,Bank Transfer,One-off,Yes
12507,1661,2024-08-20,30.24,125.0,Card,One-off,No
12508,1661,2024-07-29,29.92,134.0,Card,One-off,Yes
12509,1661,2024-09-12,26.09,107.0,Bank Transfer,One-off,Yes
12510,1661,2024-07-18,21.7,127.0,Card,One-off,No
12511,1661,2024-07-23,21.29,121.0,Bank Transfer,One-off,Yes
12512,1661,2024-07-14,40.49,127.0,Cheque,One-off,Yes
12513,1661,2024-09-21,34.11,107.0,Card,One-off,No
12514,1661,2024-01-18,49.53,128.0,Card,One-off,Yes
12515,1662,2024-08-19,70.78,125.0,Cash,One-off,No
12516,1663,2024-08-24,23.81,102.0,Bank Transfer,One-off,No
12517,1663,2024-06-15,42.35,132.0,Bank Transfer,One-off,Yes
12518,1663,2024-06-15,37.53,132.0,Cash,One-off,Yes
12519,1663,2024-08-13,14.08,122.0,Bank Transfer,One-off,No
12520,1663,2024-10-02,33.25,,Card,One-off,No
12521,1664,2024-01-13,61.46,129.0,Direct Debit,Regular,No
12522,1664,2024-10-30,43.41,,Direct Debit,Regular,Yes
12523,1664,2024-02-02,69.19,128.0,Direct Debit,Regular,Yes
12524,1664,2024-03-03,57.1,119.0,Direct Debit,Regular,Yes
12525,1664,2024-08-01,38.13,121.0,Card,One-off,Yes
12526,1664,2024-02-27,57.2,,Direct Debit,Regular,Yes
12527,1664,2024-04-11,45.25,,Direct Debit,Regular,No
12528,1664,2024-05-28,43.16,,Direct Debit,One-off,Yes
12529,1664,2023-05-25,71.72,108.0,Direct Debit,Regular,No
12530,1664,2023-08-25,53.82,109.0,Direct Debit,Regular,Yes
12531,1664,2023-06-04,75.12,108.0,Direct Debit,One-off,Yes
12532,1664,2024-11-16,63.99,,Direct Debit,Regular,Yes
12533,1665,2024-01-13,7.68,129.0,Card,One-off,Yes
12534,1665,2024-06-15,9.75,132.0,Card,One-off,Yes
12535,1665,2024-09-11,11.3,125.0,Card,One-off,No
12536,1666,2024-08-07,47.94,127.0,Card,One-off,No
12537,1667,2024-01-03,5.06,105.0,Bank Transfer,One-off,Yes
12538,1668,2023-10-14,16.65,,Card,One-off,No
12539,1668,2024-07-31,13.6,,Cheque,One-off,No
12540,1668,2024-02-29,20.27,119.0,Card,One-off,No
12541,1668,2023-08-15,11.39,130.0,Card,One-off,No
12542,1668,2024-07-27,37.58,121.0,Bank Transfer,One-off,Yes
12543,1668,2024-03-15,47.27,133.0,Card,One-off,Yes
12544,1668,2023-05-18,29.71,111.0,Card,One-off,Yes
12545,1668,2024-10-03,31.1,124.0,Bank Transfer,One-off,No
12546,1668,2024-08-14,24.1,,Card,One-off,Yes
12547,1668,2023-03-24,32.61,,Bank Transfer,One-off,No
12548,1670,2023-12-20,10.23,112.0,Bank Transfer,One-off,No
12549,1670,2024-08-31,27.63,125.0,Cash,One-off,No
12550,1671,2024-10-01,15.69,107.0,Bank Transfer,One-off,No
12551,1671,2023-09-02,11.55,117.0,Bank Transfer,One-off,Yes
12552,1672,2023-02-13,5.0,118.0,Card,One-off,Yes
12553,1672,2024-08-29,5.64,125.0,Cheque,One-off,Yes
12554,1672,2024-10-06,5.0,107.0,Card,One-off,No
12555,1672,2024-07-19,5.0,122.0,Card,One-off,Yes
12556,1672,2023-07-30,5.0,116.0,Bank Transfer,One-off,Yes
12557,1673,2024-03-16,34.81,133.0,Card,One-off,Yes
12558,1674,2024-07-20,11.28,122.0,Card,One-off,Yes
12559,1675,2024-10-02,88.26,106.0,Card,One-off,Yes
12560,1675,2024-07-12,49.79,121.0,Bank Transfer,One-off,Yes
12561,1675,2023-12-18,59.99,,Card,One-off,Yes
12562,1675,2023-08-06,69.19,116.0,Card,One-off,Yes
12563,1675,2023-02-15,85.42,113.0,Card,One-off,No
12564,1675,2023-09-01,30.56,,Bank Transfer,One-off,No
12565,1675,2024-08-04,50.75,122.0,Card,One-off,Yes
12566,1675,2023-08-12,55.84,117.0,Cash,One-off,Yes
12567,1675,2023-03-01,62.71,118.0,Card,One-off,Yes
12568,1675,2024-07-23,50.92,122.0,Cash,One-off,No
12569,1675,2023-11-26,42.29,112.0,Card,One-off,Yes
12570,1675,2024-01-25,73.28,,Bank Transfer,One-off,Yes
12571,1675,2023-05-18,62.66,,Card,One-off,Yes
12572,1675,2023-09-17,78.57,123.0,Card,One-off,Yes
12573,1675,2023-03-09,73.08,100.0,Card,One-off,Yes
12574,1675,2024-01-05,54.94,129.0,Cash,One-off,No
12575,1676,2023-02-12,7.02,113.0,Cash,One-off,No
12576,1676,2023-02-03,18.2,113.0,Cash,One-off,Yes
12577,1676,2023-03-08,18.21,110.0,Cheque,One-off,No
12578,1676,2024-09-27,24.82,124.0,Card,One-off,No
12579,1677,2024-07-28,8.46,134.0,Direct Debit,Regular,Yes
12580,1677,2023-12-16,7.07,112.0,Direct Debit,Regular,Yes
12581,1677,2024-02-14,7.62,,Direct Debit,Regular,Yes
12582,1677,2023-12-28,6.82,105.0,Card,Regular,No
12583,1677,2023-05-13,5.0,,Direct Debit,One-off,Yes
12584,1677,2024-04-21,6.52,104.0,Direct Debit,Regular,Yes
12585,1678,2023-12-24,31.25,105.0,Card,One-off,Yes
12586,1679,2023-08-13,8.37,116.0,Card,One-off,Yes
12587,1679,2023-06-05,6.25,108.0,Card,One-off,Yes
12588,1679,2024-03-14,11.98,133.0,Bank Transfer,One-off,No
12589,1679,2024-09-07,10.25,124.0,Cash,One-off,Yes
12590,1679,2024-05-19,8.59,120.0,Card,One-off,No
12591,1679,2024-04-10,6.34,101.0,Card,One-off,Yes
12592,1681,2023-01-30,47.75,131.0,Bank Transfer,One-off,Yes
12593,1683,2024-09-13,22.31,124.0,Direct Debit,Regular,No
12594,1683,2024-06-15,12.69,132.0,Direct Debit,Regular,Yes
12595,1683,2024-09-20,16.57,107.0,Direct Debit,One-off,No
12596,1683,2023-03-10,17.32,100.0,Direct Debit,Regular,Yes
12597,1683,2024-03-15,15.44,133.0,Bank Transfer,Regular,Yes
12598,1683,2023-11-24,25.79,112.0,Card,Regular,Yes
12599,1683,2023-08-15,15.87,117.0,Direct Debit,Regular,Yes
12600,1684,2023-03-04,65.84,115.0,Bank Transfer,One-off,No
12601,1684,2024-09-19,107.47,124.0,Card,One-off,Yes
12602,1684,2024-08-24,112.0,125.0,Card,One-off,Yes
12603,1684,2023-03-01,112.52,118.0,Card,One-off,Yes
12604,1685,2024-09-12,7.29,125.0,Card,One-off,Yes
12605,1685,2024-06-07,6.66,120.0,Card,One-off,No
12606,1685,2024-10-06,5.0,124.0,Bank Transfer,One-off,No
12607,1687,2024-02-05,27.52,,Bank Transfer,One-off,Yes
12608,1687,2024-06-15,20.52,132.0,Card,One-off,Yes
12609,1687,2024-09-08,30.74,125.0,Card,One-off,Yes
12610,1687,2024-07-19,22.78,121.0,Cash,One-off,No
12611,1688,2023-08-21,5.0,109.0,Card,One-off,Yes
12612,1688,2023-09-25,5.33,123.0,Cash,One-off,No
12613,1688,2023-03-17,5.0,100.0,Bank Transfer,One-off,Yes
12614,1688,2023-05-25,5.0,108.0,Card,One-off,Yes
12615,1688,2023-03-18,5.0,114.0,Bank Transfer,One-off,Yes
12616,1688,2024-07-29,5.0,121.0,Card,One-off,Yes
12617,1689,2023-04-29,20.58,111.0,Cheque,One-off,Yes
12618,1689,2023-11-07,11.78,,Card,One-off,No
12619,1689,2024-01-30,15.12,,Card,One-off,Yes
12620,1691,2024-07-08,34.81,121.0,Card,One-off,Yes
12621,1692,2024-10-01,6.93,107.0,Bank Transfer,One-off,No
12622,1692,2024-05-18,6.51,120.0,Card,One-off,Yes
12623,1692,2023-05-13,8.19,111.0,Bank Transfer,One-off,Yes
12624,1692,2024-01-24,12.2,129.0,Bank Transfer,One-off,Yes
12625,1693,2024-03-17,24.18,119.0,Cash,One-off,Yes
12626,1694,2024-07-09,35.83,127.0,Card,One-off,Yes
12627,1694,2024-01-19,29.41,105.0,Cheque,One-off,Yes
12628,1694,2024-07-28,17.83,,Card,One-off,No
12629,1694,2023-12-22,22.34,112.0,Bank Transfer,One-off,No
12630,1694,2024-10-10,46.35,107.0,Card,One-off,No
12631,1694,2024-06-16,27.34,132.0,Cash,One-off,No
12632,1694,2024-07-28,16.88,134.0,Bank Transfer,One-off,No
12633,1694,2024-06-10,18.48,,Bank Transfer,One-off,No
12634,1694,2023-12-17,39.62,,Card,One-off,No
12635,1694,2024-03-12,25.43,119.0,Card,One-off,Yes
12636,1694,2024-06-03,19.75,120.0,Bank Transfer,One-off,Yes
12637,1694,2024-08-10,19.68,122.0,Bank Transfer,One-off,Yes
12638,1694,2024-09-20,36.02,106.0,Bank Transfer,One-off,Yes
12639,1694,2024-04-24,27.57,104.0,Bank Transfer,One-off,Yes
12640,1694,2024-08-16,39.07,125.0,Bank Transfer,One-off,Yes
12641,1694,2024-01-20,26.32,129.0,Card,One-off,Yes
12642,1694,2024-04-10,25.23,101.0,Card,One-off,Yes
12643,1694,2024-02-07,33.82,,Card,One-off,No
12644,1694,2024-03-15,31.83,133.0,Cash,One-off,No
12645,1694,2024-01-18,31.89,105.0,Card,One-off,Yes
12646,1694,2024-04-25,27.93,104.0,Cash,One-off,Yes
12647,1695,2024-04-09,14.89,101.0,Direct Debit,Regular,No
12648,1695,2024-06-07,24.29,,Cash,Regular,Yes
12649,1695,2024-06-08,46.91,120.0,Direct Debit,Regular,No
12650,1695,2024-10-10,24.57,,Card,Regular,Yes
12651,1695,2024-01-26,41.26,128.0,Direct Debit,Regular,No
12652,1695,2024-01-20,25.41,,Direct Debit,One-off,Yes
12653,1695,2024-10-03,27.82,107.0,Direct Debit,Regular,No
12654,1695,2024-06-16,33.86,132.0,Bank Transfer,One-off,Yes
12655,1695,2023-09-25,20.24,123.0,Direct Debit,Regular,Yes
12656,1695,2024-03-30,17.89,101.0,Direct Debit,Regular,No
12657,1695,2024-03-12,26.92,119.0,Direct Debit,Regular,Yes
12658,1695,2024-06-18,17.94,,Card,Regular,Yes
12659,1695,2024-07-29,29.63,134.0,Direct Debit,Regular,No
12660,1695,2024-08-18,34.48,125.0,Direct Debit,Regular,Yes
12661,1695,2024-09-15,14.56,107.0,Direct Debit,Regular,Yes
12662,1695,2023-08-14,45.9,116.0,Direct Debit,Regular,No
12663,1695,2023-05-30,28.23,126.0,Direct Debit,Regular,No
12664,1695,2024-10-24,32.88,,Cheque,Regular,No
12665,1696,2024-07-31,16.85,122.0,Bank Transfer,One-off,No
12666,1696,2024-07-16,9.73,,Card,One-off,Yes
12667,1696,2024-06-15,11.8,120.0,Bank Transfer,One-off,Yes
12668,1700,2024-12-08,9.7,,Cheque,One-off,No
12669,1701,2024-03-16,45.97,133.0,Cash,One-off,No
12670,1705,2023-03-30,10.84,103.0,Card,One-off,Yes
12671,1705,2023-05-03,12.03,111.0,Bank Transfer,One-off,Yes
12672,1706,2023-02-07,22.67,113.0,Bank Transfer,One-off,Yes
12673,1707,2024-05-20,15.18,120.0,Card,One-off,No
12674,1708,2024-09-28,41.77,107.0,Direct Debit,Regular,Yes
12675,1709,2023-04-27,5.0,111.0,Card,One-off,Yes
12676,1709,2024-02-07,8.86,128.0,Bank Transfer,One-off,Yes
12677,1709,2024-03-03,7.81,119.0,Cheque,One-off,Yes
12678,1710,2024-07-29,64.7,134.0,Bank Transfer,One-off,Yes
12679,1710,2023-09-14,110.73,,Card,One-off,No
12680,1710,2023-01-06,100.22,,Bank Transfer,One-off,Yes
12681,1710,2023-09-25,71.53,123.0,Cash,One-off,No
12682,1710,2023-02-17,96.04,118.0,Card,One-off,Yes
12683,1710,2024-08-28,155.93,102.0,Bank Transfer,One-off,Yes
12684,1710,2024-07-25,103.21,127.0,Cash,One-off,No
12685,1710,2024-01-08,90.32,129.0,Cash,One-off,No
12686,1711,2023-08-09,25.77,130.0,Card,One-off,No
12687,1711,2024-03-20,36.37,119.0,Bank Transfer,One-off,Yes
12688,1711,2024-06-05,30.34,120.0,Cash,One-off,Yes
12689,1711,2024-03-30,33.33,101.0,Card,One-off,Yes
12690,1711,2024-07-26,31.62,127.0,Card,One-off,Yes
12691,1711,2024-09-06,38.69,124.0,Card,One-off,No
12692,1711,2024-05-02,33.86,104.0,Cash,One-off,Yes
12693,1711,2024-01-17,42.89,105.0,Bank Transfer,One-off,Yes
12694,1711,2024-03-14,24.0,133.0,Bank Transfer,One-off,Yes
12695,1711,2023-11-03,16.64,,Bank Transfer,One-off,Yes
12696,1711,2024-07-11,41.03,,Card,One-off,Yes
12697,1711,2024-08-28,40.06,102.0,Cash,One-off,Yes
12698,1711,2023-06-02,32.74,126.0,Card,One-off,Yes
12699,1711,2024-09-03,43.54,102.0,Card,One-off,Yes
12700,1712,2023-03-12,9.6,114.0,Bank Transfer,One-off,No
12701,1715,2024-02-27,94.79,119.0,Bank Transfer,One-off,No
12702,1715,2024-07-19,54.19,121.0,Cash,One-off,Yes
12703,1715,2024-08-02,86.02,127.0,Cash,One-off,Yes
12704,1716,2024-09-25,28.96,106.0,Card,One-off,Yes
12705,1716,2024-10-28,29.05,,Card,One-off,Yes
12706,1716,2023-09-11,23.67,123.0,Cheque,One-off,Yes
12707,1716,2023-11-25,15.72,112.0,Card,One-off,Yes
12708,1717,2024-03-15,17.75,133.0,Cash,One-off,Yes
12709,1718,2024-01-21,11.28,129.0,Bank Transfer,One-off,Yes
12710,1718,2023-05-28,8.57,126.0,Card,One-off,Yes
12711,1718,2023-06-07,7.99,126.0,Cash,One-off,No
12712,1718,2024-07-19,8.9,122.0,Bank Transfer,One-off,Yes
12713,1718,2024-06-01,6.84,120.0,Bank Transfer,One-off,Yes
12714,1718,2024-03-14,6.51,119.0,Bank Transfer,One-off,Yes
12715,1718,2023-08-15,11.5,130.0,Card,One-off,No
12716,1719,2024-08-25,41.6,,Bank Transfer,One-off,No
12717,1719,2023-06-09,12.43,126.0,Cash,One-off,Yes
12718,1722,2024-07-09,9.6,121.0,Card,One-off,Yes
12719,1723,2024-03-31,65.18,101.0,Card,One-off,No
12720,1723,2024-06-15,40.73,120.0,Card,One-off,Yes
12721,1723,2023-02-15,44.08,118.0,Cash,One-off,Yes
12722,1723,2024-05-20,37.04,,Cash,One-off,No
12723,1723,2023-09-01,74.32,109.0,Cash,One-off,No
12724,1723,2024-09-05,42.99,106.0,Bank Transfer,One-off,Yes
12725,1723,2024-07-28,52.91,134.0,Bank Transfer,One-off,Yes
12726,1723,2024-07-27,33.35,122.0,Cheque,One-off,Yes
12727,1723,2024-01-27,45.18,,Card,One-off,No
12728,1723,2024-07-21,47.81,127.0,Bank Transfer,One-off,Yes
12729,1723,2024-06-16,65.81,132.0,Card,One-off,Yes
12730,1723,2023-12-30,26.19,,Bank Transfer,One-off,No
12731,1723,2024-05-24,57.67,120.0,Card,One-off,Yes
12732,1723,2023-02-13,20.55,113.0,Card,One-off,No
12733,1723,2024-06-16,29.74,132.0,Cash,One-off,Yes
12734,1723,2024-03-18,41.0,,Card,One-off,No
12735,1723,2024-08-04,54.5,122.0,Card,One-off,Yes
12736,1723,2023-02-28,49.6,115.0,Card,One-off,Yes
12737,1723,2023-11-27,68.42,,Card,One-off,No
12738,1723,2024-06-06,74.15,120.0,Card,One-off,No
12739,1723,2024-10-07,36.29,107.0,Card,One-off,Yes
12740,1723,2024-06-16,65.64,132.0,Card,One-off,No
12741,1723,2024-03-15,54.88,119.0,Card,One-off,Yes
12742,1723,2024-09-25,57.09,106.0,Card,One-off,No
12743,1723,2024-04-05,28.11,101.0,Card,One-off,No
12744,1723,2024-03-31,80.38,101.0,Cheque,One-off,Yes
12745,1723,2024-05-12,59.6,,Card,One-off,Yes
12746,1723,2024-08-06,39.09,122.0,Bank Transfer,One-off,Yes
12747,1723,2024-09-20,52.09,107.0,Cash,One-off,No
12748,1723,2023-03-30,43.72,114.0,Card,One-off,No
12749,1723,2024-03-14,54.3,133.0,Card,One-off,Yes
12750,1723,2024-09-06,43.23,102.0,Cash,One-off,No
12751,1723,2023-01-19,55.67,,Card,One-off,Yes
12752,1723,2023-09-14,79.89,123.0,Cash,One-off,Yes
12753,1723,2023-12-31,42.51,129.0,Cash,One-off,No
12754,1723,2024-09-18,68.9,124.0,Bank Transfer,One-off,No
12755,1723,2023-05-03,25.68,111.0,Card,One-off,Yes
12756,1723,2023-03-29,57.13,103.0,Bank Transfer,One-off,No
12757,1723,2023-04-19,30.85,,Bank Transfer,One-off,No
12758,1723,2023-09-18,12.98,123.0,Card,One-off,No
12759,1723,2024-07-29,53.66,134.0,Bank Transfer,One-off,No
12760,1723,2024-07-21,24.99,122.0,Card,One-off,No
12761,1723,2024-03-22,80.04,,Card,One-off,Yes
12762,1723,2023-08-17,58.27,117.0,Bank Transfer,One-off,No
12763,1723,2023-12-16,26.55,112.0,Card,One-off,Yes
12764,1726,2023-08-17,54.25,130.0,Cash,One-off,Yes
12765,1726,2023-12-28,41.59,105.0,Card,One-off,Yes
12766,1726,2024-02-10,27.41,128.0,Card,One-off,Yes
12767,1728,2023-03-17,8.59,114.0,Cash,One-off,Yes
12768,1729,2024-06-16,36.17,132.0,Bank Transfer,One-off,Yes
12769,1729,2024-07-21,27.08,122.0,Card,One-off,No
12770,1730,2024-01-01,20.98,105.0,Card,One-off,Yes
12771,1730,2023-09-04,26.5,109.0,Card,One-off,Yes
